category,type,split,label,is_defect,resolution,mode,filename
bottle,Objet,train,good,0,900x900,RGB,057.png
bottle,Objet,train,good,0,900x900,RGB,058.png
bottle,Objet,train,good,0,900x900,RGB,059.png
bottle,Objet,train,good,0,900x900,RGB,060.png
bottle,Objet,train,good,0,900x900,RGB,061.png
bottle,Objet,train,good,0,900x900,RGB,062.png
bottle,Objet,train,good,0,900x900,RGB,063.png
bottle,Objet,train,good,0,900x900,RGB,064.png
bottle,Objet,train,good,0,900x900,RGB,065.png
bottle,Objet,train,good,0,900x900,RGB,066.png
bottle,Objet,train,good,0,900x900,RGB,067.png
bottle,Objet,train,good,0,900x900,RGB,068.png
bottle,Objet,train,good,0,900x900,RGB,069.png
bottle,Objet,train,good,0,900x900,RGB,070.png
bottle,Objet,train,good,0,900x900,RGB,071.png
bottle,Objet,train,good,0,900x900,RGB,072.png
bottle,Objet,train,good,0,900x900,RGB,073.png
bottle,Objet,train,good,0,900x900,RGB,074.png
bottle,Objet,train,good,0,900x900,RGB,075.png
bottle,Objet,train,good,0,900x900,RGB,076.png
bottle,Objet,train,good,0,900x900,RGB,077.png
bottle,Objet,train,good,0,900x900,RGB,078.png
bottle,Objet,train,good,0,900x900,RGB,079.png
bottle,Objet,train,good,0,900x900,RGB,080.png
bottle,Objet,train,good,0,900x900,RGB,081.png
bottle,Objet,train,good,0,900x900,RGB,082.png
bottle,Objet,train,good,0,900x900,RGB,083.png
bottle,Objet,train,good,0,900x900,RGB,084.png
bottle,Objet,train,good,0,900x900,RGB,085.png
bottle,Objet,train,good,0,900x900,RGB,086.png
bottle,Objet,train,good,0,900x900,RGB,087.png
bottle,Objet,train,good,0,900x900,RGB,088.png
bottle,Objet,train,good,0,900x900,RGB,089.png
bottle,Objet,train,good,0,900x900,RGB,090.png
bottle,Objet,train,good,0,900x900,RGB,091.png
bottle,Objet,train,good,0,900x900,RGB,092.png
bottle,Objet,train,good,0,900x900,RGB,093.png
bottle,Objet,train,good,0,900x900,RGB,094.png
bottle,Objet,train,good,0,900x900,RGB,095.png
bottle,Objet,train,good,0,900x900,RGB,096.png
bottle,Objet,train,good,0,900x900,RGB,097.png
bottle,Objet,train,good,0,900x900,RGB,098.png
bottle,Objet,train,good,0,900x900,RGB,099.png
bottle,Objet,train,good,0,900x900,RGB,100.png
bottle,Objet,train,good,0,900x900,RGB,101.png
bottle,Objet,train,good,0,900x900,RGB,102.png
bottle,Objet,train,good,0,900x900,RGB,103.png
bottle,Objet,train,good,0,900x900,RGB,104.png
bottle,Objet,train,good,0,900x900,RGB,105.png
bottle,Objet,train,good,0,900x900,RGB,106.png
bottle,Objet,train,good,0,900x900,RGB,107.png
bottle,Objet,train,good,0,900x900,RGB,108.png
bottle,Objet,train,good,0,900x900,RGB,109.png
bottle,Objet,train,good,0,900x900,RGB,110.png
bottle,Objet,train,good,0,900x900,RGB,111.png
bottle,Objet,train,good,0,900x900,RGB,112.png
bottle,Objet,train,good,0,900x900,RGB,113.png
bottle,Objet,train,good,0,900x900,RGB,114.png
bottle,Objet,train,good,0,900x900,RGB,115.png
bottle,Objet,train,good,0,900x900,RGB,116.png
bottle,Objet,train,good,0,900x900,RGB,117.png
bottle,Objet,train,good,0,900x900,RGB,118.png
bottle,Objet,train,good,0,900x900,RGB,119.png
bottle,Objet,train,good,0,900x900,RGB,120.png
bottle,Objet,train,good,0,900x900,RGB,121.png
bottle,Objet,train,good,0,900x900,RGB,122.png
bottle,Objet,train,good,0,900x900,RGB,123.png
bottle,Objet,train,good,0,900x900,RGB,124.png
bottle,Objet,train,good,0,900x900,RGB,125.png
bottle,Objet,train,good,0,900x900,RGB,126.png
bottle,Objet,train,good,0,900x900,RGB,127.png
bottle,Objet,train,good,0,900x900,RGB,128.png
bottle,Objet,train,good,0,900x900,RGB,129.png
bottle,Objet,train,good,0,900x900,RGB,130.png
bottle,Objet,train,good,0,900x900,RGB,131.png
bottle,Objet,train,good,0,900x900,RGB,132.png
bottle,Objet,train,good,0,900x900,RGB,133.png
bottle,Objet,train,good,0,900x900,RGB,134.png
bottle,Objet,train,good,0,900x900,RGB,135.png
bottle,Objet,train,good,0,900x900,RGB,136.png
bottle,Objet,train,good,0,900x900,RGB,137.png
bottle,Objet,train,good,0,900x900,RGB,138.png
bottle,Objet,train,good,0,900x900,RGB,139.png
bottle,Objet,train,good,0,900x900,RGB,140.png
bottle,Objet,train,good,0,900x900,RGB,141.png
bottle,Objet,train,good,0,900x900,RGB,142.png
bottle,Objet,train,good,0,900x900,RGB,143.png
bottle,Objet,train,good,0,900x900,RGB,144.png
bottle,Objet,train,good,0,900x900,RGB,145.png
bottle,Objet,train,good,0,900x900,RGB,146.png
bottle,Objet,train,good,0,900x900,RGB,147.png
bottle,Objet,train,good,0,900x900,RGB,148.png
bottle,Objet,train,good,0,900x900,RGB,149.png
bottle,Objet,train,good,0,900x900,RGB,150.png
bottle,Objet,train,good,0,900x900,RGB,151.png
bottle,Objet,train,good,0,900x900,RGB,152.png
bottle,Objet,train,good,0,900x900,RGB,153.png
bottle,Objet,train,good,0,900x900,RGB,154.png
bottle,Objet,train,good,0,900x900,RGB,155.png
bottle,Objet,train,good,0,900x900,RGB,156.png
bottle,Objet,train,good,0,900x900,RGB,157.png
bottle,Objet,train,good,0,900x900,RGB,158.png
bottle,Objet,train,good,0,900x900,RGB,159.png
bottle,Objet,train,good,0,900x900,RGB,160.png
bottle,Objet,train,good,0,900x900,RGB,161.png
bottle,Objet,train,good,0,900x900,RGB,162.png
bottle,Objet,train,good,0,900x900,RGB,163.png
bottle,Objet,train,good,0,900x900,RGB,164.png
bottle,Objet,train,good,0,900x900,RGB,165.png
bottle,Objet,train,good,0,900x900,RGB,166.png
bottle,Objet,train,good,0,900x900,RGB,167.png
bottle,Objet,train,good,0,900x900,RGB,168.png
bottle,Objet,train,good,0,900x900,RGB,169.png
bottle,Objet,train,good,0,900x900,RGB,170.png
bottle,Objet,train,good,0,900x900,RGB,171.png
bottle,Objet,train,good,0,900x900,RGB,172.png
bottle,Objet,train,good,0,900x900,RGB,173.png
bottle,Objet,train,good,0,900x900,RGB,174.png
bottle,Objet,train,good,0,900x900,RGB,175.png
bottle,Objet,train,good,0,900x900,RGB,176.png
bottle,Objet,train,good,0,900x900,RGB,177.png
bottle,Objet,train,good,0,900x900,RGB,178.png
bottle,Objet,train,good,0,900x900,RGB,179.png
bottle,Objet,train,good,0,900x900,RGB,180.png
bottle,Objet,train,good,0,900x900,RGB,181.png
bottle,Objet,train,good,0,900x900,RGB,182.png
bottle,Objet,train,good,0,900x900,RGB,183.png
bottle,Objet,train,good,0,900x900,RGB,184.png
bottle,Objet,train,good,0,900x900,RGB,185.png
bottle,Objet,train,good,0,900x900,RGB,186.png
bottle,Objet,train,good,0,900x900,RGB,187.png
bottle,Objet,train,good,0,900x900,RGB,188.png
bottle,Objet,train,good,0,900x900,RGB,189.png
bottle,Objet,train,good,0,900x900,RGB,190.png
bottle,Objet,train,good,0,900x900,RGB,191.png
bottle,Objet,train,good,0,900x900,RGB,192.png
bottle,Objet,train,good,0,900x900,RGB,193.png
bottle,Objet,train,good,0,900x900,RGB,194.png
bottle,Objet,train,good,0,900x900,RGB,195.png
bottle,Objet,train,good,0,900x900,RGB,196.png
bottle,Objet,train,good,0,900x900,RGB,197.png
bottle,Objet,train,good,0,900x900,RGB,198.png
bottle,Objet,train,good,0,900x900,RGB,199.png
bottle,Objet,train,good,0,900x900,RGB,200.png
bottle,Objet,train,good,0,900x900,RGB,201.png
bottle,Objet,train,good,0,900x900,RGB,202.png
bottle,Objet,train,good,0,900x900,RGB,203.png
bottle,Objet,train,good,0,900x900,RGB,204.png
bottle,Objet,train,good,0,900x900,RGB,205.png
bottle,Objet,train,good,0,900x900,RGB,206.png
bottle,Objet,train,good,0,900x900,RGB,207.png
bottle,Objet,train,good,0,900x900,RGB,208.png
bottle,Objet,test,broken_large,1,900x900,RGB,000.png
bottle,Objet,test,broken_large,1,900x900,RGB,001.png
bottle,Objet,test,broken_large,1,900x900,RGB,002.png
bottle,Objet,test,broken_large,1,900x900,RGB,003.png
bottle,Objet,test,broken_large,1,900x900,RGB,004.png
bottle,Objet,test,broken_large,1,900x900,RGB,005.png
bottle,Objet,test,broken_large,1,900x900,RGB,006.png
bottle,Objet,test,broken_large,1,900x900,RGB,007.png
bottle,Objet,test,broken_large,1,900x900,RGB,008.png
bottle,Objet,test,broken_large,1,900x900,RGB,009.png
bottle,Objet,test,broken_large,1,900x900,RGB,010.png
bottle,Objet,test,broken_large,1,900x900,RGB,011.png
bottle,Objet,test,broken_large,1,900x900,RGB,012.png
bottle,Objet,test,broken_large,1,900x900,RGB,013.png
bottle,Objet,test,broken_large,1,900x900,RGB,014.png
bottle,Objet,test,broken_large,1,900x900,RGB,015.png
bottle,Objet,test,broken_large,1,900x900,RGB,016.png
bottle,Objet,test,broken_large,1,900x900,RGB,017.png
bottle,Objet,test,broken_large,1,900x900,RGB,018.png
bottle,Objet,test,broken_large,1,900x900,RGB,019.png
bottle,Objet,test,broken_small,1,900x900,RGB,000.png
bottle,Objet,test,broken_small,1,900x900,RGB,001.png
bottle,Objet,test,broken_small,1,900x900,RGB,002.png
bottle,Objet,test,broken_small,1,900x900,RGB,003.png
bottle,Objet,test,broken_small,1,900x900,RGB,004.png
bottle,Objet,test,broken_small,1,900x900,RGB,005.png
bottle,Objet,test,broken_small,1,900x900,RGB,006.png
bottle,Objet,test,broken_small,1,900x900,RGB,007.png
bottle,Objet,test,broken_small,1,900x900,RGB,008.png
bottle,Objet,test,broken_small,1,900x900,RGB,009.png
bottle,Objet,test,broken_small,1,900x900,RGB,010.png
bottle,Objet,test,broken_small,1,900x900,RGB,011.png
bottle,Objet,test,broken_small,1,900x900,RGB,012.png
bottle,Objet,test,broken_small,1,900x900,RGB,013.png
bottle,Objet,test,broken_small,1,900x900,RGB,014.png
bottle,Objet,test,broken_small,1,900x900,RGB,015.png
bottle,Objet,test,broken_small,1,900x900,RGB,016.png
bottle,Objet,test,broken_small,1,900x900,RGB,017.png
bottle,Objet,test,broken_small,1,900x900,RGB,018.png
bottle,Objet,test,broken_small,1,900x900,RGB,019.png
bottle,Objet,test,broken_small,1,900x900,RGB,020.png
bottle,Objet,test,broken_small,1,900x900,RGB,021.png
bottle,Objet,test,contamination,1,900x900,RGB,000.png
bottle,Objet,test,contamination,1,900x900,RGB,001.png
bottle,Objet,test,contamination,1,900x900,RGB,002.png
bottle,Objet,test,contamination,1,900x900,RGB,003.png
bottle,Objet,test,contamination,1,900x900,RGB,004.png
bottle,Objet,test,contamination,1,900x900,RGB,005.png
bottle,Objet,test,contamination,1,900x900,RGB,006.png
bottle,Objet,test,contamination,1,900x900,RGB,007.png
bottle,Objet,test,contamination,1,900x900,RGB,008.png
bottle,Objet,test,contamination,1,900x900,RGB,009.png
bottle,Objet,test,contamination,1,900x900,RGB,010.png
bottle,Objet,test,contamination,1,900x900,RGB,011.png
bottle,Objet,test,contamination,1,900x900,RGB,012.png
bottle,Objet,test,contamination,1,900x900,RGB,013.png
bottle,Objet,test,contamination,1,900x900,RGB,014.png
bottle,Objet,test,contamination,1,900x900,RGB,015.png
bottle,Objet,test,contamination,1,900x900,RGB,016.png
bottle,Objet,test,contamination,1,900x900,RGB,017.png
bottle,Objet,test,contamination,1,900x900,RGB,018.png
bottle,Objet,test,contamination,1,900x900,RGB,019.png
bottle,Objet,test,contamination,1,900x900,RGB,020.png
bottle,Objet,test,good,0,900x900,RGB,000.png
bottle,Objet,test,good,0,900x900,RGB,001.png
bottle,Objet,test,good,0,900x900,RGB,002.png
bottle,Objet,test,good,0,900x900,RGB,003.png
bottle,Objet,test,good,0,900x900,RGB,004.png
bottle,Objet,test,good,0,900x900,RGB,005.png
bottle,Objet,test,good,0,900x900,RGB,006.png
bottle,Objet,test,good,0,900x900,RGB,007.png
bottle,Objet,test,good,0,900x900,RGB,008.png
bottle,Objet,test,good,0,900x900,RGB,009.png
bottle,Objet,test,good,0,900x900,RGB,010.png
bottle,Objet,test,good,0,900x900,RGB,011.png
bottle,Objet,test,good,0,900x900,RGB,012.png
bottle,Objet,test,good,0,900x900,RGB,013.png
bottle,Objet,test,good,0,900x900,RGB,014.png
bottle,Objet,test,good,0,900x900,RGB,015.png
bottle,Objet,test,good,0,900x900,RGB,016.png
bottle,Objet,test,good,0,900x900,RGB,017.png
bottle,Objet,test,good,0,900x900,RGB,018.png
bottle,Objet,test,good,0,900x900,RGB,019.png
cable,Objet,train,good,0,1024x1024,RGB,000.png
cable,Objet,train,good,0,1024x1024,RGB,001.png
cable,Objet,train,good,0,1024x1024,RGB,002.png
cable,Objet,train,good,0,1024x1024,RGB,003.png
cable,Objet,train,good,0,1024x1024,RGB,004.png
cable,Objet,train,good,0,1024x1024,RGB,005.png
cable,Objet,train,good,0,1024x1024,RGB,006.png
cable,Objet,train,good,0,1024x1024,RGB,007.png
cable,Objet,train,good,0,1024x1024,RGB,008.png
cable,Objet,train,good,0,1024x1024,RGB,009.png
cable,Objet,train,good,0,1024x1024,RGB,010.png
cable,Objet,train,good,0,1024x1024,RGB,011.png
cable,Objet,train,good,0,1024x1024,RGB,012.png
cable,Objet,train,good,0,1024x1024,RGB,013.png
cable,Objet,train,good,0,1024x1024,RGB,014.png
cable,Objet,train,good,0,1024x1024,RGB,015.png
cable,Objet,train,good,0,1024x1024,RGB,016.png
cable,Objet,train,good,0,1024x1024,RGB,017.png
cable,Objet,train,good,0,1024x1024,RGB,018.png
cable,Objet,train,good,0,1024x1024,RGB,019.png
cable,Objet,train,good,0,1024x1024,RGB,020.png
cable,Objet,train,good,0,1024x1024,RGB,021.png
cable,Objet,train,good,0,1024x1024,RGB,022.png
cable,Objet,train,good,0,1024x1024,RGB,023.png
cable,Objet,train,good,0,1024x1024,RGB,024.png
cable,Objet,train,good,0,1024x1024,RGB,025.png
cable,Objet,train,good,0,1024x1024,RGB,026.png
cable,Objet,train,good,0,1024x1024,RGB,027.png
cable,Objet,train,good,0,1024x1024,RGB,028.png
cable,Objet,train,good,0,1024x1024,RGB,029.png
cable,Objet,train,good,0,1024x1024,RGB,030.png
cable,Objet,train,good,0,1024x1024,RGB,031.png
cable,Objet,train,good,0,1024x1024,RGB,032.png
cable,Objet,train,good,0,1024x1024,RGB,033.png
cable,Objet,train,good,0,1024x1024,RGB,034.png
cable,Objet,train,good,0,1024x1024,RGB,035.png
cable,Objet,train,good,0,1024x1024,RGB,036.png
cable,Objet,train,good,0,1024x1024,RGB,037.png
cable,Objet,train,good,0,1024x1024,RGB,038.png
cable,Objet,train,good,0,1024x1024,RGB,039.png
cable,Objet,train,good,0,1024x1024,RGB,040.png
cable,Objet,train,good,0,1024x1024,RGB,041.png
cable,Objet,train,good,0,1024x1024,RGB,042.png
cable,Objet,train,good,0,1024x1024,RGB,043.png
cable,Objet,train,good,0,1024x1024,RGB,044.png
cable,Objet,train,good,0,1024x1024,RGB,045.png
cable,Objet,train,good,0,1024x1024,RGB,046.png
cable,Objet,train,good,0,1024x1024,RGB,047.png
cable,Objet,train,good,0,1024x1024,RGB,048.png
cable,Objet,train,good,0,1024x1024,RGB,049.png
cable,Objet,train,good,0,1024x1024,RGB,050.png
cable,Objet,train,good,0,1024x1024,RGB,051.png
cable,Objet,train,good,0,1024x1024,RGB,052.png
cable,Objet,train,good,0,1024x1024,RGB,053.png
cable,Objet,train,good,0,1024x1024,RGB,054.png
cable,Objet,train,good,0,1024x1024,RGB,055.png
cable,Objet,train,good,0,1024x1024,RGB,056.png
cable,Objet,train,good,0,1024x1024,RGB,057.png
cable,Objet,train,good,0,1024x1024,RGB,058.png
cable,Objet,train,good,0,1024x1024,RGB,059.png
cable,Objet,train,good,0,1024x1024,RGB,060.png
cable,Objet,train,good,0,1024x1024,RGB,061.png
cable,Objet,train,good,0,1024x1024,RGB,062.png
cable,Objet,train,good,0,1024x1024,RGB,063.png
cable,Objet,train,good,0,1024x1024,RGB,064.png
cable,Objet,train,good,0,1024x1024,RGB,065.png
cable,Objet,train,good,0,1024x1024,RGB,066.png
cable,Objet,train,good,0,1024x1024,RGB,067.png
cable,Objet,train,good,0,1024x1024,RGB,068.png
cable,Objet,train,good,0,1024x1024,RGB,069.png
cable,Objet,train,good,0,1024x1024,RGB,070.png
cable,Objet,train,good,0,1024x1024,RGB,071.png
cable,Objet,train,good,0,1024x1024,RGB,072.png
cable,Objet,train,good,0,1024x1024,RGB,073.png
cable,Objet,train,good,0,1024x1024,RGB,074.png
cable,Objet,train,good,0,1024x1024,RGB,075.png
cable,Objet,train,good,0,1024x1024,RGB,076.png
cable,Objet,train,good,0,1024x1024,RGB,077.png
cable,Objet,train,good,0,1024x1024,RGB,078.png
cable,Objet,train,good,0,1024x1024,RGB,079.png
cable,Objet,train,good,0,1024x1024,RGB,080.png
cable,Objet,train,good,0,1024x1024,RGB,081.png
cable,Objet,train,good,0,1024x1024,RGB,082.png
cable,Objet,train,good,0,1024x1024,RGB,083.png
cable,Objet,train,good,0,1024x1024,RGB,084.png
cable,Objet,train,good,0,1024x1024,RGB,085.png
cable,Objet,train,good,0,1024x1024,RGB,086.png
cable,Objet,train,good,0,1024x1024,RGB,087.png
cable,Objet,train,good,0,1024x1024,RGB,088.png
cable,Objet,train,good,0,1024x1024,RGB,089.png
cable,Objet,train,good,0,1024x1024,RGB,090.png
cable,Objet,train,good,0,1024x1024,RGB,091.png
cable,Objet,train,good,0,1024x1024,RGB,092.png
cable,Objet,train,good,0,1024x1024,RGB,093.png
cable,Objet,train,good,0,1024x1024,RGB,094.png
cable,Objet,train,good,0,1024x1024,RGB,095.png
cable,Objet,train,good,0,1024x1024,RGB,096.png
cable,Objet,train,good,0,1024x1024,RGB,097.png
cable,Objet,train,good,0,1024x1024,RGB,098.png
cable,Objet,train,good,0,1024x1024,RGB,099.png
cable,Objet,train,good,0,1024x1024,RGB,100.png
cable,Objet,train,good,0,1024x1024,RGB,101.png
cable,Objet,train,good,0,1024x1024,RGB,102.png
cable,Objet,train,good,0,1024x1024,RGB,103.png
cable,Objet,train,good,0,1024x1024,RGB,104.png
cable,Objet,train,good,0,1024x1024,RGB,105.png
cable,Objet,train,good,0,1024x1024,RGB,106.png
cable,Objet,train,good,0,1024x1024,RGB,107.png
cable,Objet,train,good,0,1024x1024,RGB,108.png
cable,Objet,train,good,0,1024x1024,RGB,109.png
cable,Objet,train,good,0,1024x1024,RGB,110.png
cable,Objet,train,good,0,1024x1024,RGB,111.png
cable,Objet,train,good,0,1024x1024,RGB,112.png
cable,Objet,train,good,0,1024x1024,RGB,113.png
cable,Objet,train,good,0,1024x1024,RGB,114.png
cable,Objet,train,good,0,1024x1024,RGB,115.png
cable,Objet,train,good,0,1024x1024,RGB,116.png
cable,Objet,train,good,0,1024x1024,RGB,117.png
cable,Objet,train,good,0,1024x1024,RGB,118.png
cable,Objet,train,good,0,1024x1024,RGB,119.png
cable,Objet,train,good,0,1024x1024,RGB,120.png
cable,Objet,train,good,0,1024x1024,RGB,121.png
cable,Objet,train,good,0,1024x1024,RGB,122.png
cable,Objet,train,good,0,1024x1024,RGB,123.png
cable,Objet,train,good,0,1024x1024,RGB,124.png
cable,Objet,train,good,0,1024x1024,RGB,125.png
cable,Objet,train,good,0,1024x1024,RGB,126.png
cable,Objet,train,good,0,1024x1024,RGB,127.png
cable,Objet,train,good,0,1024x1024,RGB,128.png
cable,Objet,train,good,0,1024x1024,RGB,129.png
cable,Objet,train,good,0,1024x1024,RGB,130.png
cable,Objet,train,good,0,1024x1024,RGB,131.png
cable,Objet,train,good,0,1024x1024,RGB,132.png
cable,Objet,train,good,0,1024x1024,RGB,133.png
cable,Objet,train,good,0,1024x1024,RGB,134.png
cable,Objet,train,good,0,1024x1024,RGB,135.png
cable,Objet,train,good,0,1024x1024,RGB,136.png
cable,Objet,train,good,0,1024x1024,RGB,137.png
cable,Objet,train,good,0,1024x1024,RGB,138.png
cable,Objet,train,good,0,1024x1024,RGB,139.png
cable,Objet,train,good,0,1024x1024,RGB,140.png
cable,Objet,train,good,0,1024x1024,RGB,141.png
cable,Objet,train,good,0,1024x1024,RGB,142.png
cable,Objet,train,good,0,1024x1024,RGB,143.png
cable,Objet,train,good,0,1024x1024,RGB,144.png
cable,Objet,train,good,0,1024x1024,RGB,145.png
cable,Objet,train,good,0,1024x1024,RGB,146.png
cable,Objet,train,good,0,1024x1024,RGB,147.png
cable,Objet,train,good,0,1024x1024,RGB,148.png
cable,Objet,train,good,0,1024x1024,RGB,149.png
cable,Objet,train,good,0,1024x1024,RGB,150.png
cable,Objet,train,good,0,1024x1024,RGB,151.png
cable,Objet,train,good,0,1024x1024,RGB,152.png
cable,Objet,train,good,0,1024x1024,RGB,153.png
cable,Objet,train,good,0,1024x1024,RGB,154.png
cable,Objet,train,good,0,1024x1024,RGB,155.png
cable,Objet,train,good,0,1024x1024,RGB,156.png
cable,Objet,train,good,0,1024x1024,RGB,157.png
cable,Objet,train,good,0,1024x1024,RGB,158.png
cable,Objet,train,good,0,1024x1024,RGB,159.png
cable,Objet,train,good,0,1024x1024,RGB,160.png
cable,Objet,train,good,0,1024x1024,RGB,161.png
cable,Objet,train,good,0,1024x1024,RGB,162.png
cable,Objet,train,good,0,1024x1024,RGB,163.png
cable,Objet,train,good,0,1024x1024,RGB,164.png
cable,Objet,train,good,0,1024x1024,RGB,165.png
cable,Objet,train,good,0,1024x1024,RGB,166.png
cable,Objet,train,good,0,1024x1024,RGB,167.png
cable,Objet,train,good,0,1024x1024,RGB,168.png
cable,Objet,train,good,0,1024x1024,RGB,169.png
cable,Objet,train,good,0,1024x1024,RGB,170.png
cable,Objet,train,good,0,1024x1024,RGB,171.png
cable,Objet,train,good,0,1024x1024,RGB,172.png
cable,Objet,train,good,0,1024x1024,RGB,173.png
cable,Objet,train,good,0,1024x1024,RGB,174.png
cable,Objet,train,good,0,1024x1024,RGB,175.png
cable,Objet,train,good,0,1024x1024,RGB,176.png
cable,Objet,train,good,0,1024x1024,RGB,177.png
cable,Objet,train,good,0,1024x1024,RGB,178.png
cable,Objet,train,good,0,1024x1024,RGB,179.png
cable,Objet,train,good,0,1024x1024,RGB,180.png
cable,Objet,train,good,0,1024x1024,RGB,181.png
cable,Objet,train,good,0,1024x1024,RGB,182.png
cable,Objet,train,good,0,1024x1024,RGB,183.png
cable,Objet,train,good,0,1024x1024,RGB,184.png
cable,Objet,train,good,0,1024x1024,RGB,185.png
cable,Objet,train,good,0,1024x1024,RGB,186.png
cable,Objet,train,good,0,1024x1024,RGB,187.png
cable,Objet,train,good,0,1024x1024,RGB,188.png
cable,Objet,train,good,0,1024x1024,RGB,189.png
cable,Objet,train,good,0,1024x1024,RGB,190.png
cable,Objet,train,good,0,1024x1024,RGB,191.png
cable,Objet,train,good,0,1024x1024,RGB,192.png
cable,Objet,train,good,0,1024x1024,RGB,193.png
cable,Objet,train,good,0,1024x1024,RGB,194.png
cable,Objet,train,good,0,1024x1024,RGB,195.png
cable,Objet,train,good,0,1024x1024,RGB,196.png
cable,Objet,train,good,0,1024x1024,RGB,197.png
cable,Objet,train,good,0,1024x1024,RGB,198.png
cable,Objet,train,good,0,1024x1024,RGB,199.png
cable,Objet,train,good,0,1024x1024,RGB,200.png
cable,Objet,train,good,0,1024x1024,RGB,201.png
cable,Objet,train,good,0,1024x1024,RGB,202.png
cable,Objet,train,good,0,1024x1024,RGB,203.png
cable,Objet,train,good,0,1024x1024,RGB,204.png
cable,Objet,train,good,0,1024x1024,RGB,205.png
cable,Objet,train,good,0,1024x1024,RGB,206.png
cable,Objet,train,good,0,1024x1024,RGB,207.png
cable,Objet,train,good,0,1024x1024,RGB,208.png
cable,Objet,train,good,0,1024x1024,RGB,209.png
cable,Objet,train,good,0,1024x1024,RGB,210.png
cable,Objet,train,good,0,1024x1024,RGB,211.png
cable,Objet,train,good,0,1024x1024,RGB,212.png
cable,Objet,train,good,0,1024x1024,RGB,213.png
cable,Objet,train,good,0,1024x1024,RGB,214.png
cable,Objet,train,good,0,1024x1024,RGB,215.png
cable,Objet,train,good,0,1024x1024,RGB,216.png
cable,Objet,train,good,0,1024x1024,RGB,217.png
cable,Objet,train,good,0,1024x1024,RGB,218.png
cable,Objet,train,good,0,1024x1024,RGB,219.png
cable,Objet,train,good,0,1024x1024,RGB,220.png
cable,Objet,train,good,0,1024x1024,RGB,221.png
cable,Objet,train,good,0,1024x1024,RGB,222.png
cable,Objet,train,good,0,1024x1024,RGB,223.png
cable,Objet,test,bent_wire,1,1024x1024,RGB,000.png
cable,Objet,test,bent_wire,1,1024x1024,RGB,001.png
cable,Objet,test,bent_wire,1,1024x1024,RGB,002.png
cable,Objet,test,bent_wire,1,1024x1024,RGB,003.png
